,Title,Release Date,Price,Rating
4363,Lines XL,20th Feb 2020,£1.79,3.33
4364,Link the Cubes,16th Mar 2023,£4.29,0.0
4365,Link-a-Pix Deluxe,2nd Jan 2020,£6.99,7.43
4366,Links Puzzle,11th Aug 2021,£2.99,0.0
4367,Linn: Path of Orchards,14th Aug 2020,£4.49,6.68
4368,LIT: Bend the Light,5th Mar 2022,£7.19,7.83
4369,Little Big Workshop,1st Oct 2020,£17.99,7.17
4370,Little Bit War,9th Feb 2020,£10.20,0.0
4371,Little Briar Rose,10th Oct 2019,£5.99,6.67
4372,Little Bug,26th Nov 2021,£11.69,7.94
4373,Little Busters! Converted Edition,23rd Apr 2020,£40.49,3.33
4374,Little Dragons Cafe,20th Sep 2018,£44.99,6.99
4375,Little Friends: Dogs & Cats,28th May 2019,£39.99,5.92
4376,Little Inferno,23rd Mar 2017,£11.99,7.18
4377,Little Kite,25th Mar 2021,£7.19,7.17
4378,Little Kong: Jungle Fun,30th Sep 2022,£4.49,3.33
4379,Little League World Series Baseball 2022,17th Aug 2022,£44.99,3.33
4380,Little Misfortune,28th May 2020,£17.99,3.33
4381,Little Mouse's Encyclopedia,23rd Apr 2021,£11.69,7.13
4382,Little Nightmares II,11th Feb 2021,£24.99,8.57
4383,Little Nightmares: Complete Edition,18th May 2018,£29.99,7.72
4384,Little Noah: Scion of Paradise,28th Jun 2022,£12.99,8.06
4385,Little Orpheus,13th Sep 2022,£9.99,6.51
4386,Little Racer,29th Aug 2019,£8.99,6.73
4387,Little Red Riding Hood: Interactive Book,14th Feb 2023,£3.59,0.0
4388,Little Shopping,12th Mar 2019,£1.19,4.63
4389,Little Squire's Quests,19th Jan 2021,£8.99,0.0
4390,Little Town Hero,16th Oct 2019,£22.49,7.18
4391,Little Triangle,1st Mar 2018,£11.69,7.17
4392,Little Witch Nobeta,7th Mar 2023,£44.99,7.53
4393,Littlewood,25th Mar 2021,£11.00,8.42
4394,Live A Live,22nd Jul 2022,£39.99,8.68
4395,Live by the Sword: Tactics,28th Oct 2022,£18.89,6.67
4396,Live Factory,2nd Mar 2023,£13.49,3.33
4397,Livestream: Escape from Hotel Izanami,15th Apr 2021,£15.09,3.33
4398,Lockstone,10th Jul 2020,£1.49,0.0
4399,LocO-SportS,7th Feb 2020,£5.39,0.0
4400,Locomotion,30th Jul 2020,£8.99,7.88
4401,Lode Runner Legacy,29th Mar 2018,£10.79,7.73
4402,Lofi Ping Pong,8th Dec 2020,£3.99,3.33
4403,Logic Pic,5th Aug 2022,£6.80,7.95
4404,Logic Puzzle Collection: Sudoku - Permudoku - Nonodoku,1st Oct 2020,£0.89,3.33
4405,LogiKing,15th Dec 2022,£13.99,0.0
4406,Logistics Simulator,31st Mar 2022,£8.99,0.0
4407,LogScape - Puzzle Game,6th Aug 2021,£6.99,0.0
4408,LOL Surprise! BBs Born to Travel,7th Oct 2022,£39.99,0.0
4409,Lone McLonegan : A Western Adventure,4th Nov 2021,£9.99,6.55
4410,Lone Ruin,12th Jan 2023,£12.99,6.83
4411,Lonely Mountains: Downhill,7th May 2020,£17.99,8.44
4412,Lonesome Village,1st Nov 2022,£17.99,7.06
4413,Long Ago: A Puzzle Tale,28th May 2021,£5.99,7.06
4414,Long Live the Queen,14th Jul 2022,£9.99,6.33
4415,LongHead,28th Oct 2022,£8.99,0.0
4416,Longstory,6th Dec 2018,£8.99,6.67
4417,Looking for Aliens,10th Feb 2023,£6.29,0.0
4418,Loop,16th Mar 2023,£5.00,0.0
4419,Loop Hero,9th Dec 2021,£13.49,8.43
4420,Loopers,2nd Jun 2022,£22.49,0.0
4421,Loopindex,25th Jun 2021,£4.99,6.4
4422,Loot Box Simulator: Crimson Fire,23rd Feb 2023,£2.99,0.0
4423,Loot Box Simulator: Heroes of the Dark Age,16th Mar 2023,£2.99,0.0
4424,Loot Box Simulator: RPG Anime Girls,15th Sep 2022,£2.99,0.0
4425,Loot Hero DX,21st Jan 2021,£4.99,6.17
4426,Loot Monkey: Bling Palace,6th Aug 2018,£5.00,3.67
4427,Lootbox Lyfe+,24th Feb 2023,£9.99,3.33
4428,LootLite,28th Jul 2022,£4.49,3.33
4429,Lord of the Click,23rd Oct 2020,£4.49,0.0
4430,Lord of the Click II,8th Oct 2021,£4.49,0.0
4431,Lord of the Click III,11th Nov 2022,£4.49,0.0
4432,Lord Winklebottom Investigates,28th Jul 2022,£15.99,6.67
4433,Lost Artifacts,2nd Apr 2020,£7.89,0.0
4434,Lost Artifacts: Golden Island,16th Apr 2020,£7.89,0.0
4435,Lost Artifacts: Soulstone,9th May 2019,£7.89,0.0
4436,Lost Artifacts: Time Machine,21st May 2020,£7.89,0.0
4437,Lost Bubbles: Sweet Mates,28th Apr 2022,£2.39,0.0
4438,Lost Castle,19th Sep 2019,£8.99,7.0
4439,Lost Chiko,5th Nov 2022,£5.39,0.0
4440,Lost Dream,29th Oct 2021,£4.49,0.0
4441,Lost Dream Stars,10th Jan 2023,£4.49,0.0
4442,Lost Dream: Memories,8th Oct 2022,£4.49,0.0
4443,Lost Egg 2: Be Together,17th Mar 2022,£2.29,0.0
4444,Lost Ember,24th Sep 2020,£24.99,6.83
4445,Lost Grimoires 2: Shard of Mystery,20th Oct 2022,£13.49,0.0
4446,Lost Grimoires 3: The Forgotten Well,16th Jul 2021,£13.49,0.0
4447,Lost Grimoires: Stolen Kingdom,29th Apr 2022,£13.49,0.0
4448,Lost Horizon,5th Mar 2020,£13.49,0.0
4449,Lost Horizon 2,11th Jun 2020,£10.99,0.0
4450,Lost in Harmony,21st Jun 2018,£6.29,6.35
4451,Lost in Play,10th Aug 2022,£17.99,8.91
4452,Lost in Random,10th Sep 2021,£24.99,8.18
4453,Lost King's Lullaby,25th Apr 2019,£8.99,3.33
4454,Lost Lands 2 The Four Horsemen,14th Mar 2021,£5.99,0.0
4455,Lost Lands: Dark Overlord,16th Jun 2020,£5.99,0.0
4456,Lost Lands: Ice Spell,24th May 2021,£6.29,0.0
4457,Lost Lands: Mistakes of the Past,7th Jun 2021,£6.29,0.0
4458,Lost Lands: Redemption,3rd Jan 2022,£6.29,0.0
4459,Lost Lands: The Golden Curse,6th Apr 2021,£6.29,0.0
4460,Lost Lands: The Wanderer,7th May 2021,£6.29,0.0
4461,Lost Orbit: Terminal Velocity,16th Jul 2019,£7.99,7.4
4462,Lost Phone Stories,19th Jul 2018,£8.99,3.33
4463,Lost Ruins,6th Jun 2022,£17.99,7.42
4464,Lost Sea,31st May 2018,£8.99,6.67
4465,Lost Snowmen,5th Jan 2023,£4.49,0.0
4466,Lost Sphear,23rd Jan 2018,£39.99,7.4
4467,Lost Wing,31st Jul 2020,£7.99,7.07
4468,Lost Words: Beyond the Page,6th Apr 2021,£11.99,8.01
4469,Lots of Slots,15th Nov 2019,£7.99,3.33
4470,Lotus Bloom,7th Oct 2021,£2.69,0.0
4471,Lotus Reverie: First Nexus,15th Jul 2021,£12.59,0.0
4472,Loud,15th Jul 2022,£10.79,6.17
4473,Love,14th Feb 2019,£2.29,7.0
4474,Love - A Puzzle Box Filled with Stories,28th May 2021,£19.99,6.18
4475,Love 3,6th Dec 2021,£7.19,9.38
4476,Love Colors,17th Sep 2021,£3.59,6.67
4477,Love Esquire,12th Aug 2021,£19.99,6.67
4478,Love Letter from Thief X,8th Jul 2020,£19.99,0.0
4479,Love Pop!,16th Dec 2021,£8.09,0.0
4480,LoveChoice,9th Sep 2021,£4.99,6.67
4481,Lovecraft's Untold Stories,10th May 2019,£13.49,6.88
4482,Lovekami -Divinity Stage-,26th Nov 2020,£12.59,6.67
4483,Lovekami -Healing Harem-,8th Sep 2021,£12.59,0.0
4484,Lovekami -Useless Goddess-,23rd Jun 2021,£12.59,0.0
4485,Lover Pretend,1st Dec 2022,£44.99,7.88
4486,Lovers in a Dangerous Spacetime,3rd Oct 2017,£11.99,8.46
4487,Luberman and the Legend of Animals Warriors,7th Jul 2022,£14.99,0.0
4488,Lucah: Born of a Dream,3rd Sep 2020,£10.79,8.25
4489,Lucid Cycle,27th Oct 2021,£6.29,3.33
4490,Lucie's Potager,16th Feb 2023,£16.75,0.0
4491,Luciform,17th Jun 2021,£3.79,3.33
4492,Luckslinger,9th Apr 2021,£9.99,3.33
4493,Lucky Slots,6th Apr 2023,£6.99,0.0
4494,Lucy Dreaming,28th Feb 2023,£14.99,8.4
4495,Ludo Game: Just chill out!,21st Apr 2022,£4.49,0.0
4496,Ludo XXL,30th Sep 2021,£17.99,0.0
4497,Ludomania,7th Sep 2018,£2.69,0.0
4498,Luigi's Mansion 3,31st Oct 2019,£49.99,8.79
4499,Luke and Rebecca,1st Nov 2018,£8.09,0.0
4500,Lumbearjack,11th Jun 2022,£10.29,3.33
4501,Lumberhill,15th Apr 2022,£12.29,5.8
4502,Lumines Remastered,25th Jun 2018,£13.49,8.6
4503,Lumini,24th Jan 2020,£8.99,5.75
4504,Luminos,31st Jan 2022,£4.49,0.0
4505,Lumione,13th Oct 2021,£9.49,0.0
4506,Lumo,16th Nov 2017,£19.99,7.81
4507,Lumote: The Mastermote Chronicles,21st Apr 2022,£15.99,6.95
4508,LUNA the Shadow Dust,22nd Oct 2020,£16.99,6.67
4509,Luna's Fishing Garden,2nd Sep 2021,£7.19,0.0
4510,Lunark,30th Mar 2023,£17.99,8.26
4511,Lunch A Palooza,3rd Nov 2020,£12.99,0.0
4512,Lunistice,10th Nov 2022,£4.99,8.57
4513,Lust for Darkness,12th Jul 2019,£11.69,5.17
4514,Lust for Darkness: Dawn Edition,20th Mar 2020,£11.69,0.0
4515,Luxar,20th May 2020,£7.50,0.0
4516,Lydia,17th Jan 2020,£3.50,7.33
4517,"Lynn, the Girl Drawn on Puzzles",23rd Dec 2021,£6.59,3.33
4518,Lyrica,28th Mar 2019,£17.09,7.85
4519,Lyrica2 Stars Align,7th Oct 2021,£21.59,8.2
4520,M.A.C.E. Tower Defense,1st Aug 2019,£3.59,0.0
4521,Mable and the Wood,10th Oct 2019,£13.49,6.44
4522,Macbat 64,1st Oct 2020,£1.79,6.67
4523,MACE Space Shooter,15th Nov 2018,£4.49,3.33
4524,MacGuffin's Curse,15th Mar 2022,£8.99,6.67
4525,MachiKnights -Blood bagos-,9th May 2019,£9.89,6.0
4526,Machinarium,1st Nov 2018,£17.99,7.83
4527,Machinika Museum,10th Nov 2022,£0.00,0.0
4528,Macrotis: A Mother's Journey,15th Jul 2021,£10.99,3.33
4529,Mad Age & This Guy,24th Dec 2018,£4.19,3.33
4530,Mad Bullets,12th Jul 2019,£13.49,3.33
4531,Mad Carnage,2nd Feb 2018,£4.49,5.39
4532,Mad Experiments: Escape Room,14th Oct 2022,£8.99,0.0
4533,Mad Father,5th Nov 2020,£8.09,0.0
4534,Mad Games Tycoon,12th Nov 2019,£35.99,6.03
4535,Mad Rat Dead,30th Oct 2020,£35.99,8.0
4536,Mad Tower Tycoon,24th Nov 2020,£26.99,3.33
4537,Maddening Euphoria,28th Jun 2019,£0.99,0.0
4538,Made in Abyss: Binary Star Falling into Darkness,2nd Sep 2022,£49.99,6.6
4539,Madison,29th Jul 2022,£29.99,7.0
4540,Madness Beverage,23rd Dec 2021,£12.99,0.0
4541,Madness Brutal Fighting,30th Mar 2023,£4.99,0.0
4542,Madorica Real Estate,11th Oct 2018,£11.69,6.67
4543,Madorica Real Estate 2: The mystery of the new property,17th Nov 2022,£15.99,3.33
4544,Madoris R,27th Feb 2020,£4.49,3.33
4545,Magazine Mogul,11th Jun 2020,£11.69,3.33
4546,MageQuit,23rd Sep 2021,£11.39,0.0
4547,Mages and Treasures,18th Feb 2022,£4.99,3.33
4548,Mages of Mystralia,29th Jan 2019,£17.99,7.61
4549,Maggie the Magnet,14th Sep 2022,£4.49,0.0
4550,Magi Trials,26th Jan 2022,£9.99,0.0
4551,Magic Card Tricks,5th Jan 2023,£2.69,0.0
4552,Magic code,22nd Jan 2022,£11.19,0.0
4553,Magic Klondike,21st Jan 2023,£4.49,0.0
4554,Magic Nations,21st Jan 2019,£13.49,3.33
4555,Magic Pen Color Book,29th Jan 2022,£3.99,0.0
4556,Magic Potion Millionaire,4th Nov 2021,£10.79,0.0
4557,Magic Scroll Tactics,6th Feb 2019,£8.99,6.67
4558,Magic Twins,18th Mar 2021,£11.69,7.43
4559,Magic World: Unravel the Magic,23rd Mar 2023,£3.59,0.0
4560,Magical Girls,5th May 2021,£3.79,0.0
4561,Magical Girls Second Magic,26th Aug 2021,£3.59,0.0
4562,Magical Maze,3rd Feb 2021,£1.79,0.0
4563,MagiCat,20th Sep 2018,£4.49,8.17
4564,Magicians' Chase: Missing Curry Recipe,16th Sep 2022,£6.79,0.0
4565,Magicolors,16th Apr 2020,£1.79,3.33
4566,Maglam Lord,4th Feb 2022,£34.99,6.27
4567,Magma,19th Dec 2022,£2.29,0.0
4568,Magnus Failure,9th Aug 2021,£3.59,0.0
4569,Mahjong,13th Nov 2018,£8.99,0.0
4570,Mahjong Adventure,12th Jan 2021,£7.19,0.0
4571,Mahjong Connect Onet Puzzle,1st Sep 2022,£8.99,0.0
4572,Mahjong Deluxe 3,14th Jun 2018,£17.99,3.33
4573,Mahjong Masters,8th Aug 2021,£4.99,0.0
4574,Mahjong Minimal,26th Aug 2022,£4.49,0.0
4575,Mahjong Solitaire Refresh,24th Dec 2018,£12.99,3.33
4576,Mahjong Stories: Vampire Romance,6th Mar 2019,£4.50,0.0
4577,Mahjong: Magic Casual Puzzle,5th May 2022,£8.99,0.0
4578,Mahluk: Dark Demon,25th Mar 2021,£9.00,3.33
4579,Maid of Sker,26th Nov 2020,£19.99,7.5
4580,Maiden & Spell,7th Apr 2021,£11.69,0.0
4581,Mail Mole,4th Mar 2021,£13.49,7.15
4582,Mainframe Defenders,22nd Oct 2021,£9.39,0.0
4583,Mainlining,20th Jun 2019,£11.99,5.14
4584,Maitetsu: Pure Station,16th Jan 2020,£31.49,6.67
4585,Make a Killing,2nd Oct 2020,£4.99,0.0
4586,Make the Burger,20th Jan 2022,£3.49,0.0
4587,Make War,16th Apr 2020,£8.99,4.88
4588,Mana Spark,22nd Dec 2018,£8.99,6.4
4589,Mancala,24th Mar 2021,£4.49,0.0
4590,Mandalas,22nd Sep 2021,£2.69,0.0
4591,Maneater,25th May 2021,£39.99,6.89
4592,Mania Fish,5th Feb 2022,£3.99,0.0
4593,Manifold Garden,18th Aug 2020,£16.19,7.65
4594,Manticore - Galaxy on Fire,19th Apr 2018,£17.99,7.39
4595,Mantis Burn Racing,23rd Nov 2017,£14.99,7.93
4596,Manual Samuel,16th Aug 2018,£9.99,7.0
4597,Many Faces,28th May 2020,£4.49,0.0
4598,Marble It Up!,29th Oct 2018,£17.99,7.56
4599,Marble Maid,28th Apr 2022,£8.99,5.98
4600,Marble Parkour,17th Sep 2021,£4.49,0.0
4601,Marble Power Blast,3rd Jan 2019,£2.69,0.0
4602,Marblelous Animals,22nd Nov 2019,£4.49,6.67
4603,Marbles Rush,30th Jun 2021,£4.49,0.0
4604,March to a Million,5th Dec 2019,£11.69,0.0
4605,Märchen Forest,28th Jan 2021,£26.99,6.67
4606,Marco and the Galaxy Dragon,28th Apr 2022,£14.89,3.33
4607,Marenian Tavern Story: Patty and the Hungry God,29th Nov 2018,£17.99,7.1
4608,Marfusha,6th Apr 2023,£10.59,0.0
4609,Mari and Bayu: The Road Home,9th Mar 2023,£15.29,0.0
4610,Maria the Witch,9th Nov 2017,£4.49,4.54
4611,Marimo vs IAS,15th Jul 2022,£6.99,0.0
4612,Mario & Sonic at the Olympic Games Tokyo 2020,8th Nov 2019,£49.99,7.16
4613,Mario + Rabbids Kingdom Battle,29th Aug 2017,£29.99,8.56
4614,Mario + Rabbids Sparks of Hope,20th Oct 2022,£49.99,8.54
4615,Mario Golf: Super Rush,25th Jun 2021,£49.99,6.85
4616,Mario Kart 8 Deluxe,28th Apr 2017,£72.48,9.37
4617,Mario Kart Live: Home Circuit,16th Oct 2020,£0.00,7.65
4618,Mario Party Superstars,29th Oct 2021,£49.99,8.39
4619,Mario Strikers: Battle League Football,10th Jun 2022,£49.99,7.84
4620,Mario Tennis Aces,22nd Jun 2018,£49.99,7.55
4621,Mariozza Cops,29th Jun 2021,£8.90,0.0
4622,Mark of the Ninja: Remastered,9th Oct 2018,£17.99,9.0
4623,Marmoset,13th Aug 2022,£8.99,0.0
4624,Marooners,7th Feb 2020,£11.69,5.5
4625,Mars Base,26th Jan 2023,£17.99,0.0
4626,Mars Horizon,17th Nov 2020,£14.99,6.38
4627,Mars or Die!,15th Jan 2019,£19.99,0.0
4628,Mars Power Industries,15th Nov 2019,£3.49,6.63
4629,Mars: Chaos Menace,16th Nov 2018,£8.99,4.0
4630,Marsupilami - Hoobadventure,16th Nov 2021,£34.99,8.03
4631,Martial Knight,13th Nov 2022,£5.52,0.0
4632,Martian Panic,29th Sep 2022,£24.99,0.0
4633,Marvel Ultimate Alliance 3: The Black Order,19th Jul 2019,£67.98,7.26
4634,Mary Kay Andrews: The Fixer Upper,12th Aug 2021,£8.99,0.0
4635,Mary Skelter 2,23rd Oct 2019,£35.99,7.99
4636,Mary Skelter Finale,1st Oct 2021,£44.99,9.18
4637,Masagoro,8th Jul 2021,£9.69,0.0
4638,Mask of Mists,2nd Sep 2020,£13.49,3.33
4639,Masky,11th Jun 2020,£4.49,6.67
4640,Masquerada: Songs and Shadows,9th May 2019,£17.99,6.71
4641,Master Spy,2nd Nov 2022,£8.99,3.33
4642,Mastercube,12th Aug 2020,£4.49,0.0
4643,Masters of Anima,10th Apr 2018,£5.79,7.5
4644,Mastho is Together,17th Nov 2021,£4.49,0.0
4645,Match,4th Jun 2020,£8.09,0.0
4646,Match 3 Adventure Collection,16th Sep 2021,£12.99,0.0
4647,Match Three Pirates II,20th Dec 2021,£8.99,5.93
4648,Match Three: Pirates! Heir to Davy Jones,25th Dec 2020,£8.99,0.0
4649,Match Ventures,26th Jan 2023,£10.79,3.33
4650,Match Ventures 2,2nd Feb 2023,£10.79,0.0
4651,Matchpoint: Tennis Championships,20th Oct 2022,£45.99,3.33
4652,Math Classroom Challenge,29th Sep 2021,£4.39,0.0
4653,Math Gym,4th Feb 2022,£3.59,0.0
4654,MathLand,24th Feb 2020,£5.49,6.67
4655,Matisse's 3D World,2nd Sep 2022,£2.69,0.0
4656,Mato Anomalies,10th Mar 2023,£35.99,6.51
4657,Max and the book of chaos,24th Jul 2020,£6.99,3.33
4658,Max Reloaded II,27th Oct 2020,£7.99,0.0
4659,Max: The Curse of Brotherhood,21st Dec 2017,£14.99,7.95
4660,Maximillion Fortress,12th May 2022,£3.19,0.0
4661,Maximus 2,5th Jan 2023,£3.99,3.33
4662,May's Mysteries: The Secret of Dragonville,26th Aug 2021,£13.49,3.33
4663,Mayhem Brawler,18th Aug 2021,£17.99,7.58
4664,Mayhem in Single Valley,30th Mar 2023,£13.49,3.33
4665,Maze,23rd Oct 2020,£6.29,3.33
4666,Maze Blaze,6th Oct 2022,£8.99,6.67
4667,Maze with cube,4th Jan 2021,£1.79,0.0
4668,MazezaM,7th Aug 2020,£4.49,0.0
4669,MazM: Jekyll and Hyde,2nd Apr 2020,£11.29,6.67
4670,MazM: The Phantom of the Opera,25th Mar 2021,£11.29,6.67
4671,McDroid,2nd Feb 2022,£8.09,0.0
4672,McPixel 3,14th Nov 2022,£8.99,8.0
4673,Meanders,7th Nov 2019,£4.49,0.0
4674,Mech Armada,7th Dec 2022,£17.99,3.33
4675,Mech Mechanic Simulator,7th Apr 2022,£17.99,0.0
4676,Mech Rage,23rd Dec 2018,£8.99,6.5
4677,Mecha Ritz: Steel Rondo,3rd Nov 2022,£13.49,3.33
4678,Mecha Storm,25th May 2018,£17.99,6.67
4679,Mechanic Battle,25th May 2022,£8.99,6.67
4680,MechaNika,8th Nov 2018,£4.99,6.67
4681,Mechapunk,2nd Sep 2022,£7.19,0.0
4682,Mecho Tales,28th Dec 2017,£7.49,5.17
4683,Mechstermination Force,4th Apr 2019,£10.99,8.34
4684,Medieval Tower Defense,9th Oct 2021,£6.99,0.0
4685,Medulla,14th Jan 2021,£8.99,0.0
4686,Meg's Monster,2nd Mar 2023,£12.79,8.02
4687,Mega Mall Story,17th Jan 2019,£11.69,0.0
4688,Mega Mall Story 2,25th Mar 2021,£11.69,0.0
4689,Mega Man 11,2nd Oct 2018,£24.99,8.33
4690,Mega Man Battle and Fighters,4th Aug 2022,£7.19,7.92
4691,Mega Man Legacy Collection,22nd May 2018,£11.99,8.33
4692,Mega Man Legacy Collection 2,22nd May 2018,£11.99,7.75
4693,Mega Man X Legacy Collection,24th Jul 2018,£15.99,8.47
4694,Mega Man X Legacy Collection 2,24th Jul 2018,£15.99,6.69
4695,Mega Man Zero/ZX Legacy Collection,25th Feb 2020,£24.99,8.51
4696,Mega Party A Tootuff Adventure,14th Jul 2020,£26.99,0.0
4697,Megabyte Punch,8th May 2020,£17.99,6.94
4698,Megadimension Neptunia VII,28th Jul 2020,£26.99,7.28
4699,Megalan 11,30th Nov 2022,£8.99,0.0
4700,Meganoid,8th Sep 2020,£8.99,0.0
4701,Megaquarium,18th Oct 2019,£19.89,7.9
4702,Megaton Rainfall,9th Aug 2018,£14.39,7.0
4703,Mekabolt,23rd Aug 2019,£4.99,5.92
4704,Mekorama,26th Mar 2020,£4.49,6.54
4705,Melatonin,22nd Dec 2022,£12.99,8.46
4706,Melbits World,19th Dec 2019,£8.99,7.68
4707,Melon Journey: Bittersweet Memories,6th Apr 2023,£12.79,6.67
4708,Melty Blood: Type Lumina,30th Sep 2021,£39.98,0.0
4709,Membrane,5th Apr 2018,£7.19,8.1
4710,Memoranda,6th Nov 2020,£12.49,3.33
4711,Memories of East Coast,10th Dec 2021,£4.49,0.0
4712,Memorrha,13th Jan 2023,£17.99,3.33
4713,Memory Lane,6th Aug 2020,£4.49,3.33
4714,Memory Lane 2,3rd Aug 2021,£3.59,0.0
4715,memory: The Original Matching Game from Ravensburger,6th Oct 2022,£17.99,0.0
4716,Menhera Girls Ensemble: Needy Girlfriends,19th Jan 2023,£15.99,0.0
4717,Menseki Genius,3rd Mar 2022,£4.49,0.0
4718,Menseki: Area maze puzzles,27th Dec 2021,£4.49,0.0
4719,Mentori Puzzle,27th Dec 2018,£6.29,0.0
4720,Meow Motors,8th May 2019,£12.19,6.67
4721,Mercenaries Blaze: Dawn of the Twin Dragons,17th Dec 2020,£17.99,6.58
4722,Mercenaries Rebirth: Call of the Wild Lynx,11th Nov 2021,£16.19,6.67
4723,Mercenaries Saga Chronicles,8th Feb 2018,£13.59,6.95
4724,Mercenaries Wings: The False Phoenix,8th Nov 2018,£11.89,6.56
4725,Mercenary Kings Reloaded Edition,6th Feb 2018,£14.39,7.56
4726,Merchant of the Skies,30th Jul 2020,£13.49,6.67
4727,Merchants of Kaidan,31st Jan 2019,£8.99,3.33
4728,Mercury Race,7th Feb 2019,£7.99,5.75
4729,Merek's Market,21st Jan 2022,£14.99,0.0
4730,Merge Your Room,29th Jul 2022,£8.99,0.0
4731,Mermaid Castle,25th Mar 2021,£4.99,0.0
4732,Mermaid Story,30th Sep 2022,£8.99,0.0
4733,Merrily Perilly,30th Jun 2021,£4.49,3.33
4734,Merry Christmas Snowball Bubble,24th Dec 2021,£5.39,0.0
4735,Metagal,29th Mar 2019,£4.99,6.76
4736,Metal Dogs,3rd Mar 2023,£17.00,0.0
4737,Metal Max Xeno Reborn,10th Jun 2022,£34.99,7.27
4738,Metal Ninja,20th Oct 2022,£7.19,0.0
4739,Metal Slug 1st & 2nd Mission - Double Pack,15th Sep 2021,£13.49,0.0
4740,Metal Tales Overkill,21st Apr 2022,£14.99,6.67
4741,Metal Unit,17th Jun 2021,£10.99,6.93
4742,Metallic Child,16th Sep 2021,£19.99,7.4
4743,Metaloid: Origin,11th Jul 2019,£6.49,6.67
4744,Metamorphosis,12th Aug 2020,£22.49,6.67
4745,Metaverse Keeper,12th Nov 2020,£13.49,3.33
4746,Meteoroids 3D,29th Sep 2021,£8.79,0.0
4747,Metro 2033 Redux,28th Feb 2020,£22.49,8.43
4748,Metro Simulator,8th Jul 2021,£17.99,0.0
4749,Metro: Last Light Redux,28th Feb 2020,£22.49,8.3
4750,Metroid Dread,8th Oct 2021,£49.99,8.92
4751,Metroid Prime Remastered,8th Feb 2023,£34.99,9.73
4752,Metropolis: Lux Obscura,4th Apr 2018,£7.19,4.67
4753,Mexican Train Dominoes Gold,3rd Mar 2021,£3.99,0.0
4754,Mia's Christmas,19th Dec 2022,£2.49,0.0
4755,Mia's Picnic,28th Dec 2020,£1.49,3.33
4756,Micetopia,20th Nov 2020,£4.99,5.53
4757,Mickey Storm and the Cursed Mask,23rd Aug 2021,£22.49,6.67
4758,Micro Pico Racers,24th Sep 2020,£3.59,3.33
4759,Micro Stunt Machina,9th Apr 2022,£4.99,0.0
4760,Miden Tower,25th Jun 2020,£13.49,6.67
4761,Midnight Deluxe,8th Mar 2018,£4.99,5.94
4762,Midnight Drifter,2nd Mar 2023,£4.99,0.0
4763,Midnight Evil,10th Oct 2019,£8.99,3.33
4764,Midnight Fight Express,20th Sep 2022,£15.99,6.67
4765,Midnight is Lost,23rd Feb 2023,£3.59,0.0
4766,Midnight Remastered,30th Oct 2022,£1.79,0.0
4767,Midnight Runner,20th Jan 2023,£2.99,0.0
4768,Mighty Aphid,28th Jun 2021,£4.49,3.33
4769,Mighty Fight Federation,25th Feb 2021,£22.49,3.33
4770,Mighty Goose,5th Jun 2021,£15.09,7.7
4771,Mighty Gunvolt Burst,15th Jun 2017,£8.99,7.56
4772,Mighty Mage,23rd Mar 2023,£4.49,3.33
4773,Mighty Switch Force! Collection,25th Jul 2019,£15.99,8.54
4774,Miitopia,21st May 2021,£39.99,7.38
4775,Mike Dies,25th Feb 2021,£7.49,3.33
4776,Milanoir,31st May 2018,£11.69,5.37
4777,Miles & Kilo,5th Jul 2018,£7.19,8.33
4778,Milk inside a bag of milk and Milk outside a bag of milk,11th Nov 2022,£7.19,6.9
4779,MilkChoco,17th Oct 2019,£25.99,0.0
4780,Milkmaid of the Milky Way,22nd Aug 2019,£5.49,8.33
4781,Milky Way Prince - The Vampire Star,21st Jun 2022,£13.49,3.33
4782,Milli & Greg,29th Oct 2021,£3.59,0.0
4783,Millie,8th Feb 2018,£4.49,6.67
4784,Millie and Molly,4th Feb 2022,£4.99,0.0
4785,Milo's Quest,31st Jan 2020,£4.99,6.43
4786,Mimic Hunter,8th Feb 2019,£4.49,0.0
4787,Mimpi Dreams,15th Nov 2018,£8.99,0.0
4788,Mina & Michi,30th Jun 2021,£4.49,6.67
4789,Mind Jab,20th Dec 2022,£5.00,0.0
4790,Mind Maze,20th Jul 2021,£4.49,0.0
4791,Mind Scanners,30th Nov 2021,£13.49,0.0
4792,Mind: Path to Thalamus,27th Dec 2018,£9.99,3.33
4793,Mindball Play,14th Feb 2019,£3.59,7.75
4794,Mindcell,15th Sep 2021,£4.00,0.0
4795,MindSeize,30th Sep 2020,£13.49,7.45
4796,Minecraft,12th May 2017,£34.99,8.5
4797,Minecraft Dungeons,26th May 2020,£33.49,6.8
4798,Minefield,4th Apr 2019,£3.99,0.0
4799,Minefield (Oct 2019),7th Oct 2019,£0.89,0.0
4800,Minepull,3rd Jan 2022,£4.49,0.0
4801,Miner Warfare,21st Jun 2019,£7.19,0.0
4802,Miners Races,28th Sep 2021,£2.29,0.0
4803,Minesweeper Genius,12th Feb 2019,£4.99,7.0
4804,Mini Car Racing,27th May 2021,£4.49,0.0
4805,Mini Car Racing 2,29th Sep 2021,£5.39,0.0
4806,Mini Gardens,9th Jun 2022,£2.49,0.0
4807,Mini Island Challenge Bundle,23rd Jul 2020,£8.99,3.33
4808,Mini Kart Racing,1st Sep 2022,£2.69,0.0
